qid,query,type
1567,"Which film came out first, The Pyrammmid or Revolt Of The Praetorians?",comparison
1568,"Who died earlier, Chiang Chung-Ling or George Andreadis?",comparison
1569,Who is the paternal grandfather of Ray Knight (Rodeo Organizer)?,inference
1570,"Who is older, Álvaro Grant Macdonald or Adrián Horacio Gómez?",comparison
1571,When did Margaret Verney's father die?,compositional
1572,Who is the child-in-law of Ruth Mulan Chu Chao?,inference
1573,"Which one was established first, Windowswear or Compagnie Française Des Métaux?",comparison
1574,"Which film has the director died first, La Vuelta De Rocha or Three Sad Tigers?",bridge_comparison
1575,"What is the date of death of Philibert I, Duke Of Savoy's mother?",compositional
1576,Who is Princess Elizabeth Of Greece And Denmark's maternal grandfather?,inference
1577,Where was the place of burial of Adèle Foucher's husband?,compositional
1578,"Who died later, John Augustine Macdonald or Benaouda Boudjellal?",comparison
1579,Who is Sophie Of France (1786-1787)'s maternal grandfather?,inference
1580,"Which film has the director who was born first, Everybody'S Hobby or Ghosts Of Abu Ghraib?",bridge_comparison
1581,"Which film has the director who died first, Hôtel De France or Wedding Bills?",bridge_comparison
1582,When did Hermann Otto I Of Limburg-Styrum's father die?,compositional
1583,"When is Charles Iii, Prince Of Monaco's mother's birthday?",compositional
1584,"Which film was released more recently, Mystify: Michael Hutchence or The Man On The Roof?",comparison
1585,"Which film has the director who was born later, The Nude Bomb or Forest Of Love?",bridge_comparison
1586,"What is the date of birth of Catherine Of Foix, Countess Of Candale's mother?",compositional
1587,Which country Sun Huan (Jiming)'s father is from?,compositional
1588,Where was the place of death of the director of film The Serpent'S Egg (Film)?,compositional
1589,Who is the sibling-in-law of Budashiri?,inference
1590,Where was the director of film Killroy Was Here born?,compositional
1591,"Which film has the director who was born later, March Of The Penguins or Rézi Friday?",bridge_comparison
1592,Where did Charles Dennis Fisher's father graduate from?,compositional
1593,"Who died later, James Reese Europe or Thutmose Iii?",comparison
1594,"Where was the place of death of Mary Capel, Countess Of Essex's father?",compositional
1595,"Which film has the director who died later, The Death Kiss or Her Luck In London?",bridge_comparison
1596,When did Princess María De La Esperanza Of Bourbon-Two Sicilies's father die?,compositional
1597,Are Saks Fifth Avenue and Warburg Pincus located in the same country?,comparison
1598,Do both directors of films Diagnosis: Death and The Unbelievable Truth (Film) share the same nationality?,bridge_comparison
1599,Where was the father of Thorvald Eiriksson born?,compositional
1600,"Where was the place of death of Joan Of Navarre, Queen Of England's mother?",compositional
1601,"Which film has the director who died earlier, The Plot To Assassinate Hitler or Les Amants Du Pont Saint-Jean?",bridge_comparison
1602,What is the place of birth of the director of film Angel'S Rage?,compositional
1603,Where was the place of death of Imagina Of Isenburg-Limburg's husband?,compositional
1604,Who is Princess Agnes Of Hohenlohe-Langenburg's father-in-law?,inference
1605,"Which film has the director died later, Mutiny (1952 Film) or Shoot-Out At Medicine Bend?",bridge_comparison
1606,"Which film was released earlier, The Red Colored Grey Truck or Woman Basketball Player No. 5?",comparison
1607,"Who was born earlier, Ela Gandhi or Sebastián Borensztein?",comparison
1608,"Who is the father of Philip I, Duke Of Brabant?",inference
1609,"Which film has the director who died first, Alf, Bill And Fred or Act Of Violence?",bridge_comparison
1610,"Which film has the director died first, Crimen A Las Tres or The Working Class Goes To Heaven?",bridge_comparison
1611,"Which film has the director who was born later, Kong: Skull Island or House Of Life?",bridge_comparison
1612,What is the date of birth of the director of film Espoir: Sierra De Teruel?,compositional
1613,Who is the spouse of the director of film My Three Merry Widows?,compositional
1614,"Which film has the director who died later, Gangway For Tomorrow or Le Frisson Des Vampires?",bridge_comparison
1615,When did John Stewart Of Bonkyll's father die?,compositional
1616,What is the place of birth of the director of film Mysterion (Film)?,compositional
1617,Are Ch'Alla Quta and Laram Quta (Sud Yungas) located in the same country?,comparison
1618,"Are the bands M3 (Band) and Cam-Pact, from the same country?",comparison
1619,Who is the mother of Agnes Of Hohenstaufen?,inference
1620,Who is the spouse of the director of film The Loving Women?,compositional
1621,What nationality is Julia Parker (Astrologer)'s husband?,compositional
1622,What is the award that the composer of film Shrimati 420 earned?,compositional
1623,Who is the father of the director of film The Thousand Faces Of Dunjia?,compositional
1624,"Which film has the director died earlier, Carnal Circuit or Small Town Boy?",bridge_comparison
1625,"Where did Elisabeth Of Hesse, Electress Palatine's mother die?",compositional
1626,Who is the paternal grandfather of Irina Paley?,inference
1627,Where does Huma Abedin's husband work at?,compositional
1628,Where was the director of film The Blue Moth born?,compositional
1629,Where was the place of death of Prince Charles Of Hesse And By Rhine's father?,compositional
1630,"Which film was released more recently, Gaza Ghetto or Kull The Conqueror?",comparison
1631,What is the place of birth of Hatheburg Of Merseburg's husband?,compositional
1632,What is the place of birth of the performer of song Strangers (Seven Lions And Myon & Shane 54 Song)?,compositional
1633,Which award the director of film The Lady (2011 Film) got?,compositional
1634,Where was the place of death of the director of film The Picture Of Dorian Gray (1945 Film)?,compositional
1635,"Which film was released first, Pirogov (Film) or The Falcon'S Alibi?",comparison
1636,"Which film has the director died first, Fools For Scandal or Melody Of Murder?",bridge_comparison
1637,"Who is the paternal grandmother of Emilia Butler, Countess Of Ossory?",inference
1638,What is the place of birth of Remigius Of Rouen's father?,compositional
1639,"Which film has the director who died later, Ward No.7 or The Assassination Of Trotsky?",bridge_comparison
1640,Who is Stanisław Antoni Potocki's child-in-law?,inference
1641,Where did the director of film Polish-Russian War (Film) study?,compositional
1642,"Which film has more directors, Nenjathai Killathe or Baise-Moi?",comparison
1643,What is the place of birth of the director of film The Strange Case Of Angelica?,compositional
1644,"Which film was released more recently, A Gamble With Hearts or Lethal Weapon 2?",comparison
1645,"Which album was released earlier, No Talking, Just Head or Product Perfect?",comparison
1646,When is Lars Hannibal Sommerfeldt Stoud Platou's father's birthday?,compositional
1647,"Are director of film Private Worlds and director of film Ladies And Gentlemen, The Fabulous Stains from the same country?",bridge_comparison
1648,"Which film came out earlier, Subliminal Seduction or Australia Marches With Britain?",comparison
1649,Where was the place of death of Renée Of Bourbon's mother?,compositional
1650,When did the director of film The General Line die?,compositional
1651,What is the place of birth of the founder of magazine Argosy (Magazine)?,compositional
1652,Which country Jadwiga Snopkowska's husband is from?,compositional
1653,Where was the husband of Joanna Elisabeth Of Holstein-Gottorp born?,compositional
1654,Where does Miriam Adelson's husband work at?,compositional
1655,"Which film has more directors, The Siege Of Sidney Street or Wives And Other Wives?",comparison
1656,"Which film has the director died earlier, Miss Liselott or Flight From Destiny?",bridge_comparison
1657,Where did the composer of song Stairway To Paradise die?,compositional
1658,"Which film has the director who was born later, Elle Boit Pas, Elle Fume Pas, Elle Drague Pas, Mais... Elle Cause ! or The Very Eye Of Night?",bridge_comparison
1659,"Which film has the director who is older, Lust Connection or Voyage Of The Damned?",bridge_comparison
1660,"When did Edward Cromwell, 3Rd Baron Cromwell's father die?",compositional
1661,What is the place of birth of Sandra Grant Bennett's husband?,compositional
1662,Where was the place of death of the composer of song The Real American Folk Song (Is A Rag)?,compositional
1663,"Which film was released more recently, The Monastery Of Sendomir or Under The Rainbow?",comparison
1664,What is the date of death of Papianilla (Wife Of Sidonius Apollinaris)'s husband?,compositional
1665,"Which film has the director died later, After Tonight or All That Heaven Allows?",bridge_comparison
1666,What is the date of death of Nishio Tadakata's father?,compositional
1667,"Which album came out first, No Talking, Just Head or Doing It My Way?",comparison
1668,When did Prince Gustav Of Thurn And Taxis (1848–1914)'s father die?,compositional
1669,What nationality is the performer of song Harabo Toke?,compositional
1670,"Who died earlier, Zilla Mays or Elizabeth KekaʻAniau?",comparison
1671,"Which film has the director who was born first, Folly To Be Wise or The Jerk?",bridge_comparison
1672,Which country Jane Dee's husband is from?,compositional
1673,Why did the director of film The Merry Widow (1925 Film) die?,compositional
1674,Where was the performer of song Wear Me Out born?,compositional
1675,What is the place of birth of the performer of song I Wish (Gabrielle Song)?,compositional
1676,When is Prince Raphael Rainer Of Thurn And Taxis's mother's birthday?,compositional
1677,Are both director of film Terror Train and director of film Thralls (Film) from the same country?,bridge_comparison
1678,Did Kenneth Duberstein and Lee Mcgeorge Durrell share the same nationality?,comparison
1679,Where was the director of film Love At First Sight (1985 Film) born?,compositional
1680,Where was the place of death of the director of film The Captain From Köpenick (1956 Film)?,compositional
1681,"Which film has the director born earlier, Swarg Narak or Antardhan?",bridge_comparison
